tick,agent_a,agent_b
2959,drone_2,drone_3
2960,drone_2,drone_3
2962,drone_2,drone_3
2963,drone_2,drone_3
2964,drone_2,drone_3
2965,drone_2,drone_3
2966,drone_1,drone_4
2966,drone_2,drone_3
2967,drone_2,drone_3
2968,drone_1,drone_4
2968,drone_2,drone_3
2969,drone_2,drone_3
2970,drone_1,drone_4
2970,drone_2,drone_3
2972,drone_1,drone_4
2973,drone_1,drone_4
2974,drone_1,drone_4
2979,drone_2,drone_3
2980,drone_1,drone_4
2980,drone_2,drone_3
2981,drone_1,drone_4
2981,drone_2,drone_3
2982,drone_1,drone_4
2982,drone_2,drone_3
2983,drone_1,drone_4
2983,drone_2,drone_3
2984,drone_1,drone_4
2984,drone_2,drone_3
2985,drone_1,drone_4
2985,drone_2,drone_3
2986,drone_1,drone_4
2986,drone_2,drone_3
2987,drone_1,drone_4
2987,drone_2,drone_3
2988,drone_1,drone_4
2988,drone_2,drone_3
2989,drone_1,drone_4
2989,drone_2,drone_3
2990,drone_1,drone_4
2990,drone_2,drone_3
2991,drone_1,drone_4
2992,drone_1,drone_4
2994,drone_2,drone_3
3010,drone_1,drone_4
3012,drone_1,drone_4
3014,drone_1,drone_4
3016,drone_1,drone_4
3018,drone_1,drone_4
3020,drone_1,drone_4
3022,drone_1,drone_4
3024,drone_1,drone_4
3026,drone_1,drone_4
3028,drone_1,drone_4
3030,drone_1,drone_4
3031,drone_1,drone_4
3032,drone_1,drone_4
3033,drone_1,drone_4
3034,drone_1,drone_4
3035,drone_1,drone_4
3036,drone_1,drone_4
3037,drone_1,drone_4
3038,drone_1,drone_4
3039,drone_1,drone_4
3040,drone_1,drone_4
3041,drone_1,drone_4
3042,drone_1,drone_4
3043,drone_1,drone_4
3044,drone_1,drone_4
3045,drone_1,drone_4
3046,drone_1,drone_4
3052,drone_1,drone_4
3053,drone_1,drone_4
3055,drone_0,drone_4
3056,drone_0,drone_4
3057,drone_0,drone_4
3058,drone_0,drone_4
3059,drone_0,drone_4
3060,drone_0,drone_4
3061,drone_0,drone_4
3062,drone_0,drone_4
3063,drone_0,drone_4
3064,drone_0,drone_4
3065,drone_0,drone_4
3066,drone_0,drone_4
3067,drone_0,drone_4
3068,drone_0,drone_4
3069,drone_0,drone_4
3070,drone_0,drone_4
3071,drone_0,drone_4
3072,drone_0,drone_4
3073,drone_0,drone_4
3074,drone_0,drone_4
3075,drone_0,drone_4
3076,drone_0,drone_4
3077,drone_0,drone_4
3078,drone_0,drone_4
3079,drone_0,drone_4
3080,drone_0,drone_4
3081,drone_0,drone_4
3082,drone_0,drone_4
3083,drone_0,drone_4
3084,drone_0,drone_4
3085,drone_0,drone_4
3086,drone_0,drone_4
3087,drone_0,drone_4
3088,drone_0,drone_4
3089,drone_0,drone_4
3090,drone_0,drone_4
3091,drone_0,drone_4
3092,drone_0,drone_4
3093,drone_0,drone_4
3094,drone_0,drone_4
3095,drone_0,drone_4
3096,drone_0,drone_4
3097,drone_0,drone_4
3098,drone_0,drone_4
3099,drone_0,drone_4
3100,drone_0,drone_4
3101,drone_0,drone_4
3102,drone_0,drone_4
3103,drone_0,drone_4
3104,drone_0,drone_4
3105,drone_0,drone_4
3106,drone_0,drone_4
3107,drone_0,drone_4
3108,drone_0,drone_4
3109,drone_0,drone_4
3110,drone_0,drone_4
3111,drone_0,drone_4
3112,drone_0,drone_4
3113,drone_0,drone_4
3114,drone_0,drone_4
3114,drone_2,drone_4
3115,drone_0,drone_4
3115,drone_2,drone_4
3116,drone_0,drone_4
3116,drone_2,drone_4
3117,drone_0,drone_4
3117,drone_2,drone_4
3118,drone_2,drone_4
3119,drone_2,drone_4
3120,drone_2,drone_4
3198,drone_0,drone_2
3199,drone_0,drone_2
3202,drone_0,drone_2
3205,drone_0,drone_2
3207,drone_0,drone_2
3208,drone_0,drone_2
3209,drone_0,drone_2
3210,drone_0,drone_2
3211,drone_0,drone_2
3212,drone_0,drone_2
3213,drone_0,drone_2
3214,drone_0,drone_2
3215,drone_0,drone_2
3216,drone_0,drone_2
3217,drone_0,drone_2
3218,drone_0,drone_2
3219,drone_0,drone_2
3220,drone_0,drone_2
3221,drone_0,drone_2
3222,drone_0,drone_2
3223,drone_0,drone_2
3224,drone_0,drone_2
3225,drone_0,drone_2
3226,drone_0,drone_2
3227,drone_0,drone_2
3228,drone_0,drone_2
3229,drone_0,drone_2
3230,drone_0,drone_2
3231,drone_0,drone_2
3232,drone_0,drone_2
3233,drone_0,drone_2
3234,drone_0,drone_2
3235,drone_0,drone_2
3236,drone_0,drone_2
3237,drone_0,drone_2
3238,drone_0,drone_2
3239,drone_0,drone_2
3240,drone_0,drone_2
3241,drone_0,drone_2
3242,drone_0,drone_2
3243,drone_0,drone_2
3244,drone_0,drone_2
3245,drone_0,drone_2
3246,drone_0,drone_2
3247,drone_0,drone_2
3248,drone_0,drone_2
3249,drone_0,drone_2
3250,drone_0,drone_2
3251,drone_0,drone_2
3252,drone_0,drone_2
3253,drone_0,drone_2
3254,drone_0,drone_2
3255,drone_0,drone_2
3256,drone_0,drone_2
3257,drone_0,drone_2
